country,cid,metric,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cabo Verde,CPV,GDP,22838210600,24293375900,39442799400,33295296200,37438861600,41459204300,45684006400,51229696800,61316313600,64538549100,69380256100,72758110600,79526708100,82086506800,86185500000,97384400000,1.21974E+11,1.34698E+11,1.35879E+11,1.38569E+11,1.47924E+11,1.50351E+11,1.5264E+11,1.55522E+11,NaN
Cabo Verde,CPV,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0.24096792,0.472735008,1.159982461,1.822443852,2.685332713,3.518757175,4.324885391,5.31883207,6.074087107,6.808911008,8.28321982,14,21,30,32,34.74,37.5,40.26,NaN
Cabo Verde,CPV,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.69999981,NaN,NaN,NaN,NaN,NaN
Cambodia,KHM,GDP,NaN,NaN,6.81319E+12,7.10504E+12,8.43371E+12,9.20192E+12,1.01453E+13,1.17203E+13,1.33761E+13,1.40826E+13,1.56168E+13,1.67805E+13,1.85352E+13,2.14383E+13,2.57543E+13,2.98495E+13,3.50422E+13,4.19684E+13,4.30567E+13,4.7048E+13,5.20687E+13,5.66168E+13,6.22195E+13,6.77404E+13,NaN
Cambodia,KHM,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0.005844911,0.016324986,0.031969578,0.04702264,0.076956056,0.226983238,0.260570198,0.300436644,0.317321781,0.46835672,0.49,0.51,0.53,1.26,3.1,4.94,6.8,9,NaN
Cambodia,KHM,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,2.5,1.700000048,NaN,NaN,NaN,NaN,NaN,NaN,1.700000048,0.100000001,0.400000006,0.200000003,0.200000003,0.300000012,NaN,NaN
Cameroon,CMR,GDP,3.3402E+12,3.1953E+12,3.59099E+12,4.0048E+12,4.52932E+12,4.88383E+12,5.32476E+12,5.79792E+12,6.17061E+12,6.61239E+12,7.06144E+12,7.58308E+12,7.91696E+12,8.33388E+12,8.74957E+12,9.38748E+12,9.79227E+12,1.04438E+13,1.10403E+13,1.16997E+13,1.25457E+13,1.35147E+13,1.46075E+13,1.58464E+13,NaN
Cameroon,CMR,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0.006768744,0.013216341,0.129067581,0.252120078,0.277051322,0.360871584,0.587622611,0.976075415,1.402654226,2.028744791,2.93,3.4,3.84,4.3,5,5.69898724,6.4,11,NaN
Cameroon,CMR,unemployment,NaN,NaN,NaN,NaN,NaN,8.100000381,NaN,NaN,NaN,NaN,7.5,NaN,NaN,NaN,4.400000095,NaN,2.900000095,NaN,NaN,4.099999905,NaN,NaN,NaN,NaN,NaN
Canada,CAN,GDP,6.96882E+11,7.13312E+11,7.41593E+11,7.86584E+11,8.26214E+11,8.54847E+11,9.01376E+11,9.3673E+11,1.00185E+12,1.09817E+12,1.13483E+12,1.18095E+12,1.24383E+12,1.32494E+12,1.41071E+12,1.48692E+12,1.5659E+12,1.64597E+12,1.56701E+12,1.66276E+12,1.77001E+12,1.83123E+12,1.89376E+12,1.97483E+12,NaN
Canada,CAN,internet_users,0.570385926,0.91598104,1.184557509,2.378693853,4.163525253,6.76023965,15.07235736,24.8974003,36.18644004,51.3,60.2,61.59329927,64.2,65.95596346,71.66,72.4,73.2,76.7,80.3,80.3,83,83,85.8,87.12,NaN
Canada,CAN,unemployment,10.30000019,11.19999981,11.39999962,10.39999962,9.5,9.600000381,9.100000381,8.300000191,7.599999905,6.800000191,7.199999809,7.699999809,7.599999905,7.199999809,6.800000191,6.300000191,6,6.099999905,8.300000191,8.100000381,7.5,7.300000191,7.099999905,6.900000095,NaN
Caribbean small states,CSS,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Caribbean small states,CSS,internet_users,NaN,NaN,NaN,NaN,0.193912108,0.554448785,0.904680903,1.943876388,3.379123195,4.940877784,8.35771143,11.82229681,14.97618472,16.89119229,19.48895869,22.34485257,24.4938787,27.72404741,31.92694997,35.81885775,42.68900817,43.26065188,46.29434437,49.27394895,NaN
Caribbean small states,CSS,unemployment,15.64974243,16.35680102,17.16613603,16.21409163,15.6867144,15.31835045,15.21098999,14.32602929,14.08151103,NaN,12.87330424,12.40173954,11.62887985,10.59177943,10.21587381,8.707525566,8.226878805,8.961129812,9.999828987,11.05566874,10.6685502,11.52802771,11.56161381,NaN,NaN
Cayman Islands,CYM,GDP,NaN,NaN,701500000,761600000,799700000,843700000,920000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2672516404,2847979929,2873636707,2703056311,2646332190,2707135200,2776938500,NaN,NaN,NaN
Cayman Islands,CYM,internet_users,NaN,NaN,0,0,3.948967193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.03438308,44.5,52,61,64.5,66,69.46594499,74.12653069,74.1,74.1,NaN
Cayman Islands,CYM,unemployment,9.699999809,NaN,7.199999809,5.699999809,4.900000095,5.099999905,4.099999905,4,NaN,NaN,7.5,5.400000095,3.599999905,4.300000191,3.5,2.599999905,3.799999952,4,6,6.699999809,6.800000191,6.199999809,6.300000191,NaN,NaN
Central African Republic,CAF,GDP,3.88567E+11,3.73723E+11,3.62103E+11,4.72576E+11,5.56745E+11,5.15538E+11,5.47331E+11,5.70683E+11,6.15377E+11,6.51103E+11,6.8307E+11,6.90986E+11,6.62426E+11,6.70964E+11,7.12241E+11,7.63713E+11,8.13855E+11,8.89059E+11,9.35745E+11,9.83627E+11,1.03603E+12,1.10769E+12,7.59705E+11,8.51644E+11,NaN
Central African Republic,CAF,internet_users,NaN,NaN,NaN,NaN,NaN,0.005849503,0.014270881,0.027878201,0.040894287,0.053394174,0.078543428,0.128537117,0.151563338,0.223401395,0.268195609,0.311159173,0.375815961,1,1.8,2,2.2,3,3.5,4.03,NaN
Central African Republic,CAF,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Central Europe and the Baltics,CEB,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Central Europe and the Baltics,CEB,internet_users,NaN,NaN,0.148650058,0.38928487,0.621930638,1.068195153,1.790093415,3.511563902,4.959357017,7.037650207,10.21536513,18.19417192,22.5126441,29.15044423,34.64729322,40.65876375,45.11428149,50.4833147,54.87022447,58.35016696,58.85739213,61.50954877,63.28363087,66.92852334,NaN
Central Europe and the Baltics,CEB,unemployment,NaN,NaN,12.55319364,11.8659013,10.9187521,10.13061907,9.158544575,8.911184266,10.36062804,12.41734188,13.2119298,13.71525366,12.91177657,12.91506642,12.01027691,10.08243418,7.793320343,6.5942624,8.504840338,9.893168576,9.775090855,9.975549456,10.02665229,8.934189159,NaN
Chad,TCD,GDP,5.29554E+11,4.9811E+11,4.14338E+11,6.55052E+11,7.21729E+11,8.22241E+11,9.01588E+11,1.02934E+12,9.44897E+11,9.86129E+11,1.25302E+12,1.38535E+12,1.59055E+12,2.33234E+12,3.5059E+12,3.88094E+12,4.14025E+12,4.63565E+12,4.36937E+12,5.27852E+12,5.73618E+12,6.31424E+12,6.39775E+12,6.88336E+12,NaN
Chad,TCD,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0.000658168,0.004268504,0.012321728,0.035707076,0.045934134,0.166069665,0.320308555,0.360920107,0.3992577,0.581045764,0.847224521,1.19,1.5,1.7,1.9,2.1,2.3,2.5,NaN
Chad,TCD,unemployment,NaN,NaN,0.699999988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Channel Islands,CHI,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3590000000,3871000000,4256000000,4330000000,4446000000,4491000000,4672000000,4855000000,5259000000,5755000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Channel Islands,CHI,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Channel Islands,CHI,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chile,CHL,GDP,1.272E+13,1.61232E+13,1.92765E+13,2.31747E+13,2.83092E+13,3.12373E+13,3.47226E+13,3.65349E+13,3.71385E+13,4.2797E+13,4.59296E+13,4.89041E+13,5.38187E+13,6.13374E+13,6.96374E+13,8.20182E+13,9.04288E+13,9.38479E+13,9.64438E+13,1.10999E+14,1.21319E+14,1.29028E+14,1.37029E+14,1.47185E+14,NaN
Chile,CHL,internet_users,NaN,0.036548938,0.071783144,0.141084507,0.346980781,0.68347561,1.057092496,1.662322022,4.103419297,16.6,19.1,22.1,25.47377889,28.17791012,31.17534703,34.49775117,35.9,37.3,41.56,45,52.24960729,61.41815456,66.5,72.35,NaN
Chile,CHL,unemployment,5.300000191,4.400000095,4.5,5.900000095,4.699999809,6.300000191,6.099999905,6.300000191,9.800000191,9.199999809,9.100000381,8.899999619,8.5,8.800000191,8,7.699999809,7.099999905,7.800000191,9.699999809,8.100000381,7.099999905,6.400000095,5.900000095,NaN,NaN
China,CHN,GDP,2.18955E+12,2.70683E+12,3.55243E+12,4.84596E+12,6.11298E+12,7.15723E+12,7.94295E+12,8.48837E+12,9.01877E+12,9.97763E+12,1.1027E+13,1.21002E+13,1.36565E+13,1.60714E+13,1.85896E+13,2.17657E+13,2.68019E+13,3.16752E+13,3.45629E+13,4.08903E+13,4.84124E+13,5.34123E+13,5.88019E+13,6.36139E+13,NaN
China,CHN,internet_users,NaN,NaN,0.00016868,0.001168115,0.00495471,0.013081692,0.032394861,0.168540297,0.708187957,1.775913207,2.639650215,4.595704331,6.2,7.3,8.523257003,10.52315262,16,22.6,28.9,34.3,38.3,42.30011749,45.8,49.3,NaN
China,CHN,unemployment,2.299999952,2.299999952,2.599999905,2.799999952,2.900000095,3,3.099999905,3.099999905,3.099999905,3.099999905,3.599999905,4,4.300000191,4.199999809,4.199999809,4.099999905,4,4.199999809,4.300000191,2.900000095,4.099999905,4.099999905,4.099999905,4.099999905,NaN
Colombia,COL,GDP,2.61067E+13,3.3515E+13,4.38982E+13,6.75329E+13,8.44391E+13,1.00711E+14,1.21708E+14,1.40483E+14,1.51565E+14,2.08531E+14,2.25851E+14,2.45323E+14,2.72345E+14,3.07762E+14,3.40156E+14,3.83898E+14,4.31072E+14,4.80087E+14,5.04647E+14,5.44924E+14,6.19894E+14,6.6424E+14,7.10257E+14,7.56152E+14,NaN
Colombia,COL,internet_users,NaN,NaN,NaN,0.107173945,0.18804679,0.330017773,0.550521023,1.126225245,1.697730794,2.207532993,2.854199971,4.6,7.388923711,9.118690303,11.00726389,15.34167454,21.8,25.6,30,36.5,40.35091575,48.98,51.7,52.57,NaN
Colombia,COL,unemployment,10.19999981,9.5,8.5,8.399999619,8.699999809,11.89999962,12.10000038,15,20.10000038,16.60000038,15.10000038,15.80000019,14.10000038,14.30000019,12,11.69999981,11.19999981,11.10000038,11.80000019,12,11.10000038,10.60000038,8.899999619,9.100000381,NaN
Comoros,COM,GDP,69630000000,70458000000,74632000000,77351000000,86812000000,88432000000,92846000000,95303000000,1.02782E+11,1.0885E+11,1.21003E+11,1.2898E+11,1.38426E+11,1.45863E+11,1.50476E+11,1.59264E+11,1.66229E+11,1.73797E+11,1.82307E+11,1.9203E+11,2.00316E+11,2.10775E+11,2.2192E+11,2.31294E+11,NaN
Comoros,COM,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0,0.03787097,0.148162964,0.271740607,0.443068373,0.554869675,0.84818937,1.327327178,2,2.2,2.5,3,3.5,5.1,5.5,5.975296308,6.5,6.98,NaN
Comoros,COM,unemployment,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Congo, Dem. Rep.",ZAR,GDP,500,17700,269200,69502300,396421800,2896399900,7999999900,9989899900,51823853700,1.31708E+12,2.23146E+12,3.02591E+12,3.62327E+12,4.11359E+12,5.67007E+12,6.69475E+12,8.45611E+12,1.07418E+13,1.47889E+13,1.85923E+13,2.1929E+13,2.52594E+13,2.76074E+13,3.04976E+13,NaN
"Congo, Dem. Rep.",ZAR,internet_users,NaN,NaN,NaN,NaN,NaN,0.000108207,0.000211213,0.000413065,0.001009076,0.005902114,0.011475782,0.092790702,0.134914837,0.196208375,0.238037799,0.29605361,0.37,0.44,0.56,0.72,1.2,1.679961015,2.2,3,NaN
"Congo, Dem. Rep.",ZAR,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.700000048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Congo, Rep.",COG,GDP,7.687E+11,7.764E+11,7.601E+11,9.8236E+11,1.0562E+12,1.2997E+12,1.3557E+12,1.1501E+12,1.4493E+12,2.2925E+12,2.0483E+12,2.1049E+12,2.0318E+12,2.4558E+12,3.2107E+12,4.0426E+12,4.0233E+12,5.31053E+12,4.52994E+12,5.94723E+12,6.80696E+12,6.98295E+12,6.95897E+12,7.00954E+12,NaN
"Congo, Rep.",COG,internet_users,NaN,NaN,NaN,NaN,NaN,0.00352686,0.003469104,0.003415143,0.016791049,0.026354732,0.032223616,0.157249517,0.460014187,1.07750493,1.46342006,2.007990079,2.759704374,4.287509903,4.5,5,5.6,6.106695024,6.6,7.11,NaN
"Congo, Rep.",COG,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Costa Rica,CRI,GDP,8.76911E+11,1.1532E+12,1.37029E+12,1.65824E+12,2.10569E+12,2.45996E+12,2.98402E+12,3.62683E+12,4.51276E+12,4.91453E+12,5.39465E+12,6.06094E+12,6.9836E+12,8.14355E+12,9.53898E+12,1.15178E+13,1.35984E+13,1.57018E+13,1.68447E+13,1.90867E+13,2.08522E+13,2.27818E+13,2.46069E+13,2.6675E+13,NaN
Costa Rica,CRI,internet_users,NaN,0.001113325,0.081509754,0.279912479,0.416829206,0.84105704,1.640221288,2.666378698,3.904323257,5.800253023,9.559482135,19.89485113,20.33361481,20.79230671,22.07,25.1,28.4,32.29,34.33,36.5,39.212196,47.5,45.96,49.41,NaN
Costa Rica,CRI,unemployment,5.599999905,4.099999905,4.099999905,4.199999809,5.199999809,6.199999809,5.699999809,5.599999905,6,5.099999905,6,6.400000095,6.599999905,6.400000095,6.599999905,5.900000095,4.599999905,4.900000095,7.800000191,7.300000191,7.699999809,7.800000191,8.5,9.600000381,NaN
Cote d'Ivoire,CIV,GDP,2.96004E+12,2.9521E+12,3.12775E+12,4.61573E+12,5.49071E+12,6.20985E+12,6.84186E+12,7.44049E+12,7.62029E+12,7.63027E+12,8.20458E+12,8.60566E+12,8.8962E+12,8.74546E+12,9.01176E+12,9.30791E+12,9.75003E+12,1.0848E+13,1.14635E+13,1.23247E+13,1.19767E+13,1.38049E+13,1.54598E+13,1.69355E+13,NaN
Cote d'Ivoire,CIV,internet_users,NaN,NaN,NaN,NaN,0.000200256,0.00840978,0.018828361,0.060974439,0.118685917,0.231461671,0.395747702,0.497929361,0.758669629,0.849282415,1.039238205,1.524900791,1.8,1.9,2,2.7,2.9,5,8.4,14.6,NaN
Cote d'Ivoire,CIV,unemployment,NaN,6.699999809,NaN,NaN,4.099999905,NaN,NaN,4.099999905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.399999619,NaN,NaN,NaN
Croatia,HRV,GDP,NaN,NaN,NaN,NaN,1.17105E+11,1.28671E+11,1.46758E+11,1.61832E+11,1.66321E+11,1.80241E+11,1.94271E+11,2.11579E+11,2.32383E+11,2.50873E+11,2.70191E+11,2.94437E+11,3.2231E+11,3.47685E+11,3.30966E+11,3.28041E+11,3.32587E+11,3.30456E+11,3.29571E+11,3.28431E+11,NaN
Croatia,HRV,internet_users,NaN,NaN,0.097213389,0.268318997,0.51402859,0.858982368,1.729609312,3.273220279,4.405359119,6.644882544,11.55857318,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57,NaN
Croatia,HRV,unemployment,11.10000038,NaN,NaN,NaN,NaN,9.699999809,9.699999809,11,13.30000019,15.89999962,15.80000019,15.10000038,13.89999962,13.69999981,12.60000038,11.10000038,9.899999619,8.5,9.199999809,11.60000038,13.69999981,15.89999962,17.29999924,17.29999924,NaN
Cuba,CUB,GDP,17816740616,16343535071,16551768590,21051761829,23835665243,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000,77149700000,NaN,NaN
Cuba,CUB,internet_users,NaN,NaN,NaN,NaN,9.1658E-05,0.031949001,0.068220214,0.226699199,0.314690541,0.541182549,1.079751722,3.770585038,5.241269054,8.407984759,9.738062208,11.15960131,11.69,12.94,14.33,15.9,16.0172908,21.2,27.93,30,NaN
Cuba,CUB,unemployment,NaN,NaN,NaN,NaN,8.300000191,7.599999905,7.099999905,6.199999809,6.300000191,5.400000095,4.099999905,3.299999952,2.299999952,1.899999976,1.899999976,1.899999976,1.799999952,1.600000024,1.700000048,2.5,3.200000048,3.5,3.299999952,NaN,NaN
Curacao,CUW,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Curacao,CUW,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Curacao,CUW,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cyprus,CYP,GDP,4569996300,5301619400,5595157100,6237591300,7664190000,7961570000,8335480000,9025610000,9681180000,10535340000,11341220000,11799590000,12755147000,13731700000,14691280000,15836700000,17327830000,18768820000,18423140000,19062940000,19486740000,19411110000,18118940000,17506270000,NaN
Cyprus,CYP,internet_users,NaN,0.05006043,0.056367482,0.111034621,0.410120685,0.673343541,4.378272095,8.890539159,11.34239866,15.25539437,18.81875904,28.32,30.09,33.83,32.81,35.83,40.77,42.31,49.81,52.99,56.85989235,60.6898684,65.4548,69.33,NaN
Cyprus,CYP,unemployment,NaN,2.099999905,NaN,NaN,NaN,NaN,NaN,NaN,0,5,4,3.299999952,4.099999905,4.300000191,5.300000191,4.5,3.900000095,3.700000048,5.400000095,6.300000191,7.900000095,11.80000019,15.89999962,16.10000038,NaN
Czech Republic,CZE,GDP,8.71253E+11,9.73958E+11,1.1793E+12,1.3634E+12,1.58012E+12,1.81262E+12,1.95331E+12,2.14259E+12,2.2373E+12,2.37263E+12,2.56268E+12,2.67463E+12,2.80116E+12,3.05766E+12,3.25797E+12,3.50713E+12,3.83182E+12,4.01535E+12,3.92183E+12,3.95365E+12,4.02251E+12,4.04161E+12,4.07711E+12,4.26089E+12,NaN
Czech Republic,CZE,internet_users,NaN,NaN,0.581319529,1.259217838,1.45357584,1.940378193,2.915698695,3.895906065,6.832802018,9.780527888,14.69717212,23.93,34.3,35.5,35.27,47.93,51.93,62.97,64.43,68.82,70.49,73.43000782,74.1104,79.71,NaN
Czech Republic,CZE,unemployment,2.299999952,NaN,4.300000191,4.300000191,4,3.900000095,4.300000191,5.900000095,8.5,8.800000191,8,7,7.5,8.199999809,7.900000095,7.099999905,5.300000191,4.400000095,6.699999809,7.300000191,6.699999809,7,7,6.099999905,NaN
Denmark,DNK,GDP,8.88889E+11,9.21657E+11,9.26957E+11,9.93175E+11,1.03648E+12,1.08802E+12,1.14613E+12,1.18599E+12,1.24152E+12,1.32691E+12,1.37153E+12,1.41027E+12,1.43675E+12,1.50522E+12,1.58654E+12,1.68271E+12,1.73926E+12,1.79755E+12,1.71421E+12,1.79865E+12,1.8334E+12,1.86678E+12,1.88639E+12,1.9215E+12,NaN
Denmark,DNK,internet_users,0.194056515,0.386913951,0.578329976,1.34430775,3.82565642,5.714987841,11.38200494,22.66874615,30.59204065,39.17243086,42.95752472,64.25,76.26,80.93,82.74,86.65,85.03,85.02,86.84,88.72,89.81001339,92.26001172,94.6297,95.99,NaN
Denmark,DNK,unemployment,9.100000381,9,10.69999981,8,7,6.800000191,5.400000095,5,5.099999905,4.5,4.199999809,4.300000191,5.400000095,5.5,4.800000191,3.900000095,3.799999952,3.400000095,6,7.5,7.599999905,7.5,7,6.599999905,NaN
Djibouti,DJI,GDP,82182100000,84961000000,82826600000,87383500000,88456000000,87795000000,89336000000,91396200000,95272700000,97965300000,1.01731E+11,1.05055E+11,1.1055E+11,1.18375E+11,1.25939E+11,1.36645E+11,1.50693E+11,1.77562E+11,1.86449E+11,2.00578E+11,2.20222E+11,2.40569E+11,2.58658E+11,2.82403E+11,NaN
Djibouti,DJI,internet_users,NaN,NaN,NaN,NaN,0.01603083,0.031166241,0.082941498,0.094696004,0.105761909,0.194500528,0.343526263,0.486971705,0.625940229,0.781317175,0.953611449,1.270041159,1.62,2.26,4,6.5,7,8.267232892,9.5,10.71,NaN
Djibouti,DJI,unemployment,43.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dominica,DMA,GDP,487180000,517750000,541130000,581740000,604900000,638400000,663610000,697790000,722900000,906783700,926422300,911778500,945246300,1011883000,1000000000,1054000000,1138000000,1237000000,1321000000,1333000000,1354000000,1310000000,1368000000,1415000000,NaN
Dominica,DMA,internet_users,NaN,NaN,NaN,NaN,0.548762737,1.165518146,NaN,2.925345191,2.932164377,8.814844198,13.24522804,18.42489277,23.62041985,30.31961309,38.54364326,39.3981743,40.27446301,41.16,42.02,47.45,51.3135,55.17701416,59,62.86,NaN
Dominica,DMA,unemployment,9.800000191,NaN,NaN,NaN,NaN,NaN,23.20000076,NaN,15.69999981,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dominican Republic,DOM,GDP,1.23426E+11,1.44063E+11,1.62205E+11,1.8284E+11,2.11025E+11,2.33833E+11,2.74424E+11,3.11283E+11,3.43745E+11,3.88302E+11,4.15521E+11,4.63624E+11,6.17989E+11,9.09037E+11,1.02E+12,1.1898E+12,1.45525E+12,1.65696E+12,1.72947E+12,1.97885E+12,2.21843E+12,2.3775E+12,2.55859E+12,2.78623E+12,NaN
Dominican Republic,DOM,internet_users,NaN,NaN,NaN,NaN,0.017233601,0.074987053,0.142687565,0.233914189,1.104743874,3.704692356,4.429390697,6.823725733,7.898392937,8.865553461,11.48319778,14.84492837,17.66,20.82,27.72,31.4,38,41.2,45.9,49.58,NaN
Dominican Republic,DOM,unemployment,19.89999962,20.70000076,19.89999962,16.20000076,15.80000019,16.70000076,15.60000038,14.39999962,13.80000019,14.19999981,15.69999981,16.10000038,16.70000076,18.39999962,18,16.39999962,15.69999981,14.19999981,14.89999962,12.39999962,14.69999981,14.69999981,15,14.5,NaN
East Asia & Pacific (all income levels),EAS,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
East Asia & Pacific (all income levels),EAS,internet_users,NaN,NaN,0.079277922,0.1173821,0.209577897,0.46473374,1.079850356,1.882787353,3.406408274,5.592679876,7.252186746,8.993587818,10.54724365,12.59696421,14.66635904,16.6176467,20.76611474,25.25292651,29.5123239,34.2294861,37.36356725,40.74677037,44.4131683,46.89127504,NaN
East Asia & Pacific (all income levels),EAS,unemployment,2.60381116,2.596310106,2.860135923,3.014376907,3.145207868,3.210301433,3.356936495,3.662425507,3.781809648,3.738585237,4.293719198,4.660807638,4.90527687,4.841568294,4.916697883,4.745845097,4.499723149,4.470101328,4.696994717,3.60099672,4.223416713,4.155837441,4.166916493,4.125985658,NaN
East Asia & Pacific (developing only),EAP,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
East Asia & Pacific (developing only),EAP,internet_users,NaN,NaN,0.001162404,0.004032794,0.013044957,0.033709223,0.094262216,0.324176751,0.853351597,1.897115737,2.779089189,4.405156649,5.762267997,6.885475763,8.319143451,10.17376939,14.38223568,19.25942049,23.76826305,28.95605646,32.38395697,36.10945776,39.39275628,42.13206038,NaN
East Asia & Pacific (developing only),EAP,unemployment,2.554400148,2.528659654,2.794076875,2.941856845,3.115671777,3.164480205,3.319317441,3.526465009,3.612979145,3.611472047,4.241784068,4.625504147,4.895017135,4.875546472,4.984397418,4.826198661,4.595955493,4.547423384,4.695117343,3.484904179,4.224144659,4.163295294,4.193524438,4.163560605,NaN
Ecuador,ECU,GDP,16980041000,18085191000,18929248000,22697319000,24420668000,25213780000,28147972000,27967906000,19635450000,18318601000,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,1.00917E+11,NaN
Ecuador,ECU,internet_users,NaN,0.005118035,0.016400751,0.034833586,0.043833641,0.086161276,0.110217959,0.125272771,0.823371634,1.462188536,2.670443674,4.260796915,4.460228345,4.834442638,5.994255161,7.2,10.8,18.8,24.6,29.03,31.36680836,35.13514645,40.35368423,43,NaN
Ecuador,ECU,unemployment,5.800000191,8.899999619,8.300000191,7.099999905,6.900000095,10.39999962,9.199999809,11.5,14,9,10.69999981,9.100000381,11.39999962,8.600000381,7.699999809,7.699999809,6.099999905,7.300000191,6.5,5,4.199999809,4.099999905,4.199999809,NaN,NaN
"Egypt, Arab Rep.",EGY,GDP,1.11244E+11,1.391E+11,1.552E+11,1.75E+11,2.04E+11,2.294E+11,2.659E+11,2.874E+11,3.076E+11,3.401E+11,3.587E+11,3.789E+11,4.175E+11,4.853E+11,5.385E+11,6.177E+11,7.448E+11,8.955E+11,1.0422E+12,1.2066E+12,1.3711E+12,1.5755E+12,1.7533E+12,1.9976E+12,NaN
"Egypt, Arab Rep.",EGY,internet_users,NaN,NaN,0.000975791,0.00638327,0.031319638,0.061466899,0.090480245,0.147987377,0.290445278,0.641265038,0.838945611,2.719999715,4.037885107,11.92,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,31.7,NaN
