Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Ecuador,ECU,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,20.26931,..,..,..,18.41581,..,18.76002,..,..,..,..,..,..,..,..,..,..,38.92361069,..,..,..,40.51432037,..,..,..
Ecuador,ECU,GDP (current LCU),NY.GDP.MKTP.CN,16980041000,18085191000,18929248000,22697319000,24420668000,25213780000,28147972000,27967906000,19635450000,18318601000,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,1.00917E+11,..
Ecuador,ECU,Internet users (per 100 people),IT.NET.USER.P2,..,0.005118035,0.016400751,0.034833586,0.043833641,0.086161276,0.110217959,0.125272771,0.823371634,1.462188536,2.670443674,4.260796915,4.460228345,4.834442638,5.994255161,7.2,10.8,18.8,24.6,29.03,31.36680836,35.13514645,40.35368423,43,..
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.800000191,8.899999619,8.300000191,7.099999905,6.900000095,10.39999962,9.199999809,11.5,14,9,10.69999981,9.100000381,11.39999962,8.600000381,7.699999809,7.699999809,6.099999905,7.300000191,6.5,5,4.199999809,4.099999905,4.199999809,..,..
Ecuador,ECU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,74.4,75,75.6,76.2,76.8,77.3,77.9,78.5,79.1,79.7,80.3,80.8,81.3,81.8,82.3,82.8,83.3,83.9,84.4,84.9,85.4,85.9,86.4,86.9,86.9
"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,12.17836,..,..,..,..,..,..,..,32.08134079,..,31.16711998,32.27220917,28.9865799,30.32905006,31.6187191,31.44334984,31.85236931,31.6491909,32.36040878,33.46805954,28.75320053,30.05602074,32.92702103,..,..
"Egypt, Arab Rep.",EGY,GDP (current LCU),NY.GDP.MKTP.CN,1.11244E+11,1.391E+11,1.552E+11,1.75E+11,2.04E+11,2.294E+11,2.659E+11,2.874E+11,3.076E+11,3.401E+11,3.587E+11,3.789E+11,4.175E+11,4.853E+11,5.385E+11,6.177E+11,7.448E+11,8.955E+11,1.0422E+12,1.2066E+12,1.3711E+12,1.5755E+12,1.7533E+12,1.9976E+12,..
"Egypt, Arab Rep.",EGY,Internet users (per 100 people),IT.NET.USER.P2,..,..,0.000975791,0.00638327,0.031319638,0.061466899,0.090480245,0.147987377,0.290445278,0.641265038,0.838945611,2.719999715,4.037885107,11.92,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,31.7,..
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.600000381,9,10.89999962,11,11.30000019,9,8.399999619,8.199999809,8.100000381,9,9.399999619,10.19999981,10.39999962,10.69999981,11.19999981,10.60000038,8.899999619,8.699999809,9.399999619,9,12,12.69999981,13.19999981,..,..
"Egypt, Arab Rep.",EGY,Improved water source (% of population with access),SH.H2O.SAFE.ZS,93.7,93.9,94.1,94.4,94.6,94.9,95.1,95.4,95.6,95.9,96.1,96.4,96.6,96.9,97.1,97.3,97.6,97.8,98.1,98.3,98.6,98.8,99.1,99.2,99.4
El Salvador,SLV,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,16.4946,..,17.76768,19.70715,21.10392,20.41202,..,21.26453,21.38294029,20.6592598,19.7544899,20.29026985,20.70611954,21.12693024,21.16942024,21.16661072,21.96161079,22.57752991,22.95871925,23.40693092,24.51856995,25.45446968,25.92414093,..,..
El Salvador,SLV,GDP (current LCU),NY.GDP.MKTP.CN,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25163700000,..
El Salvador,SLV,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,0.086389581,0.256960679,0.425253672,0.845428741,1.177397269,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,29.7,..
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.5,7.900000095,9.899999619,7.699999809,7.599999905,7.699999809,8,7.300000191,7,7,7,6.199999809,6.900000095,6.800000191,7.199999809,6.599999905,6.300000191,5.900000095,7.300000191,7,6.599999905,6.099999905,5.900000095,..,..
El Salvador,SLV,Improved water source (% of population with access),SH.H2O.SAFE.ZS,71.3,72.3,73.6,74.9,76.2,77.4,78.6,79.8,80.7,81.6,82.5,83.4,84.3,85.2,86,86.9,87.7,88.5,89.3,90.1,90.9,91.6,92.4,93.1,93.8
Equatorial Guinea,GNQ,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,1.56225,..,..,..,..,..,..,..,..,3.278739929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,GDP (current LCU),NY.GDP.MKTP.CN,31287356900,35655887100,38523676000,55968521200,70805881800,1.18917E+11,2.58179E+11,2.18688E+11,3.82422E+11,7.44726E+11,1.07107E+12,1.25928E+12,1.44414E+12,2.33014E+12,4.3344E+12,4.78167E+12,5.16492E+12,7.1746E+12,4.82549E+12,6.29472E+12,8.13014E+12,9.19512E+12,8.46566E+12,7.67813E+12,..
Equatorial Guinea,GNQ,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,0.041462292,0.094423774,0.097415945,0.132354665,0.165260423,0.321197997,0.520524272,0.843930285,1.149789671,1.279193596,1.557123059,1.82,2.13,6,11.5,13.94318219,16.4,18.86,..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.4,47.4,47.4,47.5,47.5,47.6,47.7,47.7,47.8,47.9
Eritrea,ERI,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,1.04336,0.98528,..,0.90604,1.100510001,1.07088995,1.339709997,1.246700048,..,0.959079981,..,..,..,..,1.709419966,2.033610106,..,..,..,2.030719995,..
Eritrea,ERI,GDP (current LCU),NY.GDP.MKTP.CN,..,2186700000,2446600000,3275200000,3699300000,4408600000,4942660000,5488488960,5616500000,6798819068,8508911488,10180013464,12077210580,15291082058,16880499387,18621613897,20263857836,21220402800,28546694088,32549482477,40094000000,..,..,..,..
Eritrea,ERI,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0,0,0,0.009017718,0.008774236,0.025495028,0.136711941,0.157815289,0.227090138,..,..,..,..,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Improved water source (% of population with access),SH.H2O.SAFE.ZS,47.3,47.3,47.4,47.9,48.4,48.9,49.4,49.9,50.5,51,51.5,52.1,52.6,53.1,53.7,54.2,54.8,55.3,55.9,56.4,57,57.5,57.6,57.7,57.8
Estonia,EST,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,24.35973,24.50641,23.49326,24.348,25.40146,40.18654,44.57205,48.38351,51.12039948,56.35110092,60.37786865,62.84376144,65.28050995,66.76598358,68.4458313,68.61672974,68.81517029,68.210289,69.20874023,71.65113831,74.70545197,76.68409729,78.01654053,..,..
Estonia,EST,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,2779460000,3649280000,4494770000,5049220000,5378700000,6170770000,6976370000,7773840000,8708880000,9707660000,11262300000,13521710000,16246400000,16517270000,14145860000,14718470000,16667630000,18006030000,19014850000,19962680000,..
Estonia,EST,Internet users (per 100 people),IT.NET.USER.P2,..,0.065484797,0.300711282,1.159750913,2.778968489,3.525111129,5.706276548,10.79603483,14.50089724,28.57695381,31.52748977,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,79.4,84.24,..
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.5,3.700000048,6.199999809,7,9.699999809,9.899999619,10.39999962,9.5,11.60000038,13.39999962,13.10000038,10,11.30000019,10.19999981,8,5.900000095,4.599999905,5.5,13.5,16.70000076,12.30000019,10,8.600000381,7.400000095,..
Estonia,EST,Improved water source (% of population with access),SH.H2O.SAFE.ZS,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,99,99,99,99.1,99.1,99.2,99.2,99.3,99.3,99.4,99.4,99.5,99.5,99.5,99.6,99.6,99.6
Ethiopia,ETH,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,0.82703,..,..,0.62063,0.67346,0.69816,0.81691,0.85712,0.955219984,1.194650054,1.481960058,1.659500003,2.313940048,2.590850115,2.785150051,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,GDP (current LCU),NY.GDP.MKTP.CN,27870207500,29406613100,37722155500,40066416500,47924428300,54008447600,55816131300,53805023800,57840190200,67159835100,68548836800,67067110300,73995583200,87325768600,1.0729E+11,1.32652E+11,1.73309E+11,2.50207E+11,3.37965E+11,3.85876E+11,5.15079E+11,7.47326E+11,8.66921E+11,1.06081E+12,..
Ethiopia,ETH,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,1.75491E-05,0.001703448,0.00496672,0.009663517,0.012541599,0.015263767,0.037162381,0.072402262,0.105811659,0.155334521,0.219659819,0.310592657,0.37,0.45,0.54,0.75,1.1,1.482810139,1.9,2.9,..
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.299999952,..,..,3.099999905,..,..,..,..,8.199999809,..,..,..,..,23.10000038,5.400000095,17,..,..,20.39999962,18.89999962,18,17.60000038,4.5,..,..
Ethiopia,ETH,Improved water source (% of population with access),SH.H2O.SAFE.ZS,13.4,13.6,15.6,17.6,19.5,21.4,23.3,25.2,27,28.9,30.8,32.7,34.5,36.4,38.3,40.1,42,43.9,45.9,47.8,49.7,51.6,53.5,55.4,57.3
Euro area,EMU,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,34.31734085,36.22013855,38.98231888,42.15690994,43.76039886,45.62194824,47.98038864,49.66252899,50.88729858,52.47267151,54.10054016,54.95243073,56.5677681,58.1365509,59.41149139,60.42414856,60.84880066,61.69908905,62.88396072,64.80557251,66.7199707,67.35102844,68.08960724,..,..
Euro area,EMU,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,Internet users (per 100 people),IT.NET.USER.P2,0.169739704,0.326439045,0.469382513,0.847604835,1.702123942,2.881471769,5.109372018,8.017798406,15.23753686,22.51868204,27.34451307,35.18572124,42.08609191,47.47257218,51.24401839,54.91930454,61.36466359,64.8239515,67.11518705,71.02191736,72.05946301,74.08163408,75.81072732,78.30003601,..
Euro area,EMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.438901736,8.979694547,10.67581989,11.78623434,11.43758371,11.67421109,11.69386004,11.2478045,10.47808948,9.425258505,8.375677024,8.639813839,9.031467452,9.281123264,9.030232866,8.336420089,7.452654231,7.492116045,9.523984539,10.1553714,10.12528354,11.33990263,11.88430778,11.52336592,..
Euro area,EMU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,99.57941092,99.59507129,99.61100583,99.62991469,99.64527485,99.65725015,99.67432317,99.68800412,99.70316855,99.7179239,99.73084899,99.75371558,99.7835453,99.79788076,99.81496067,99.83456594,99.84742072,99.86550569,99.88164414,99.89420149,99.90731006,99.91769282,99.92729342,99.93329213,99.93318725
Europe & Central Asia (all income levels),ECS,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,32.90037918,33.47193909,34.39543915,35.91347885,36.85718155,38.31723022,40.04539871,41.10264969,43.00595093,44.95793915,47.56219864,50.05990982,52.58061981,53.79539108,55.36560822,56.76103973,57.61679077,58.36912155,59.51160049,61.10797882,62.16651154,63.12709045,63.43806076,..,..
Europe & Central Asia (all income levels),ECS,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (all income levels),ECS,Internet users (per 100 people),IT.NET.USER.P2,..,0.262520714,0.317705349,0.564752745,1.023859739,1.8426144,3.36063999,5.436905079,9.244715036,13.1845624,16.40615016,23.05916305,28.36395128,32.35956475,35.22597852,38.08247944,43.67313729,47.35702521,50.72476193,56.24588294,59.22646723,63.89755768,66.3437911,69.20343655,..
Europe & Central Asia (all income levels),ECS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,8.187477986,9.45287733,10.26250092,9.847498736,9.983216375,10.46783181,10.49734472,10.4335607,9.557333325,9.000360623,8.876493904,8.964540053,9.03485727,8.661031758,8.125529414,7.302642443,7.162527438,9.077779702,9.10169003,8.819048279,9.062219387,9.257196855,8.822778951,..
Europe & Central Asia (all income levels),ECS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,95.58754203,95.62737307,95.4865136,95.53817744,95.65109944,95.75415496,95.86494204,95.99401937,96.12195561,96.2597838,96.37846209,96.5209085,96.65933011,96.7935854,96.91084242,97.0484982,97.37380224,97.50592011,97.61667011,97.72961137,97.84957881,97.94646021,98.42703207,98.48515077,98.49288703
Europe & Central Asia (developing only),ECA,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,25.45068932,25.36438942,25.32517052,25.78063965,26.1658802,26.90942955,27.72120094,27.6699791,28.20022964,29.61663055,31.27754974,33.09516907,35.77764893,37.48326874,39.08745956,41.78588104,43.14368057,44.21374893,45.8499794,47.91479111,49.05509949,51.62982178,54.5486412,..,..
Europe & Central Asia (developing only),ECA,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (developing only),ECA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,0.024219906,0.04793233,0.133543301,0.285744125,0.586649164,1.156407503,1.96488462,2.836871822,5.548448216,6.644658065,9.429644386,10.83122251,13.29788554,17.96093377,22.25261988,27.19352148,31.99135875,37.19708131,41.5647533,44.49343739,48.18223817,..
Europe & Central Asia (developing only),ECA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,9.566845483,10.43598086,9.857756824,10.67197384,10.31669066,9.759336531,9.983862224,9.503259805,9.086728227,9.005529377,8.606344384,10.24420797,9.508395125,8.997062152,8.659449374,8.681803774,8.521998696,..
Europe & Central Asia (developing only),ECA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,87.51964275,87.87982665,87.26674227,89.36137171,89.58512416,89.83065884,90.09469159,90.38586298,90.70735906,91.02235528,91.30391354,91.59164134,91.92392059,92.22145568,92.49691614,92.78972329,93.74214071,94.02109573,94.30450108,94.62134993,94.89207221,95.15109046,96.44515675,96.57606186,96.6050421
European Union,EUU,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,30.37070084,32.13410187,34.8727417,38.09421158,40.20293045,42.37979889,44.78985977,46.1178093,48.39022064,50.07014847,52.27025986,54.1719017,56.11256027,57.66387177,59.17084122,60.32931137,60.98656845,61.85897827,63.10647964,64.60717773,65.67144012,66.17327881,66.15457916,..,..
European Union,EUU,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,Internet users (per 100 people),IT.NET.USER.P2,0.171911193,0.310450774,0.433749038,0.827095992,1.581629039,2.80552366,5.120499885,8.42163842,14.58269767,20.55669432,25.29952685,35.1395198,41.82284915,46.83196466,50.9720859,54.54631442,60.29527801,64.18913689,67.2146427,70.63089596,71.55806629,73.69936458,75.53578025,78.10214768,..
European Union,EUU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.198946745,9.394162246,10.92210201,11.39959967,10.8107096,10.72063983,10.4044677,9.920031497,9.659876065,9.276097751,8.629894454,8.961946668,9.060249746,9.223826548,8.950833158,8.218208874,7.179606579,6.992942614,8.899624621,9.58767482,9.600958571,10.4490554,10.78047301,10.15566943,..
European Union,EUU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,97.98542769,98.08706962,98.17492292,98.2635166,98.33529202,98.41964149,98.50743746,98.591012,98.67748655,98.75454151,98.84893281,98.94703806,99.0471893,99.12596739,99.21257376,99.30175281,99.38202672,99.46546477,99.54433831,99.60974922,99.67967733,99.74250283,99.805046,99.81661179,99.81671454
Faeroe Islands,FRO,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faeroe Islands,FRO,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,7409000000,7853000000,8587000000,9612000000,10014000000,9795000000,10089000000,10380000000,11716000000,12402000000,12303000000,12100000000,12942000000,13254000000,13650000000,14678000000,..,..
Faeroe Islands,FRO,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,0,2.318786811,4.601297566,11.33786848,22.29753835,32.91639236,43.24698352,53.29922183,58.91264097,66.53359947,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90,94.66,..
Faeroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.200000048,1.799999952,1.700000048,2.400000095,3.900000095,6.400000095,5.300000191,3,4,..,..
Faeroe Islands,FRO,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,11.78979,..,..,..,..,..,..,..,..,..,..,..,15.76992035,15.95203018,16.14878082,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP (current LCU),NY.GDP.MKTP.CN,2042000000,2302300000,2521500000,2672400000,2770900000,2988000000,3023100000,3291700000,3825300000,3584796000,3779389000,4029782000,4390551000,4726770000,5084372000,5371466000,5483153000,5614901400,5614080600,6024438100,6768500000,7119600000,7726700000,8552900000,..
Fiji,FJI,Internet users (per 100 people),IT.NET.USER.P2,..,..,0.006678447,0.007907399,0.009115343,0.064437142,0.223454842,0.633167865,0.942462063,1.496854734,1.857978594,6.1526497,6.725434738,7.412943485,8.453636634,9.6000384,10.89783105,13,17,20,28,33.74235675,37.1,41.8,..
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.900000095,5.400000095,5.900000095,5.699999809,5.400000095,5.800000191,..,..,..,..,..,..,8.5,4.699999809,4.599999905,..,8.600000381,9,8.699999809,8.899999619,9,9,..,..,..
Fiji,FJI,Improved water source (% of population with access),SH.H2O.SAFE.ZS,86.2,86.7,87.2,87.8,88.3,88.8,89.3,89.7,90.2,90.7,91.1,91.6,92,92.5,92.9,93.4,93.8,94.3,94.7,95.1,95.6,95.6,95.6,95.7,95.7
Finland,FIN,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,48.92793,52.99056,59.43059,64.0804,67.49277,70.43665,73.49979,79.28385,81.49201965,82.43907166,84.43052673,84.96138,87.08364105,89.67459869,91.8380127,93.28768158,93.9548111,95.01728058,91.75254059,94.05499268,95.53666687,93.72181702,91.93521881,..,..
Finland,FIN,GDP (current LCU),NY.GDP.MKTP.CN,86962000000,84852000000,85748000000,90768000000,98556000000,1.0206E+11,1.10738E+11,1.20382E+11,1.26923E+11,1.36261E+11,1.44437E+11,1.48289E+11,1.51569E+11,1.58477E+11,1.64387E+11,1.72614E+11,1.86584E+11,1.93711E+11,1.81029E+11,1.871E+11,1.96869E+11,1.99793E+11,2.02743E+11,2.05178E+11,..
Finland,FIN,Internet users (per 100 people),IT.NET.USER.P2,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.24846174,43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,92.38,..
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.300000191,11.60000038,18.60000038,16.39999962,17,15.60000038,15,13.19999981,11.69999981,11.10000038,10.30000019,10.39999962,10.5,10.39999962,8.399999619,7.699999809,6.900000095,6.400000095,8.199999809,8.399999619,7.800000191,7.699999809,8.199999809,8.699999809,..
Finland,FIN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Fragile and conflict affected situations,FCS,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,5.72382021,5.683899879,5.941259861,5.88973999,5.923639774,6.077750206,6.323120117,6.66245985,7.148180008,7.5009799,8.085080147,8.350159645,8.555780411,9.05230999,9.491239548,9.884790421,10.18795967,10.76299953,11.11515999,11.38570976,11.49720001,11.58238983,11.79162979,..,..
Fragile and conflict affected situations,FCS,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,0.074380247,0.125019126,0.266915481,0.256957188,0.648890691,0.944666793,1.354404853,1.867637276,2.433635491,3.590927798,3.640954655,4.467332879,6.703662457,7.454808958,8.602356821,10.02549295,11.53125456,..
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,58.39813681,58.48136404,57.62038401,58.13459275,58.39719246,58.77722766,59.18863052,59.60975178,60.02113485,60.44976895,60.83154668,61.06075034,61.41846758,61.82331359,62.228456,62.6220471,63.06131782,63.47692365,63.93766963,64.3785023,64.7764077,66.02952755,67.05351515,67.35174831,68.74270457
France,FRA,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,38.44072,41.31231,44.00879,47.92401,49.3022,52.21517,54.39224,55.97059,56.83758163,56.89686966,55.85261917,53.70434952,54.18989944,54.01327133,53.91505051,53.84840012,53.29764175,53.18592834,53.7641983,56.06343842,57.06389999,58.30490112,59.51771927,..,..
France,FRA,GDP (current LCU),NY.GDP.MKTP.CN,1.09711E+12,1.13684E+12,1.1484E+12,1.18635E+12,1.22497E+12,1.25895E+12,1.29974E+12,1.35878E+12,1.40816E+12,1.4853E+12,1.54463E+12,1.59426E+12,1.63744E+12,1.71076E+12,1.77198E+12,1.85327E+12,1.94567E+12,1.99585E+12,1.93902E+12,1.99848E+12,2.05928E+12,2.08693E+12,2.11657E+12,2.13245E+12,..
France,FRA,Internet users (per 100 people),IT.NET.USER.P2,0.140113895,0.279049463,0.590619383,0.899867425,1.637947245,2.584033979,4.255003872,6.319778722,9.125317889,14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,..
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.199999809,10.30000019,11.39999962,12.69999981,11.89999962,12.39999962,12.60000038,12.19999981,12.19999981,10.19999981,8.600000381,8.699999809,8.5,8.899999619,8.899999619,8.800000191,8,7.400000095,9.100000381,9.300000191,9.199999809,9.800000191,9.899999619,9.899999619,..
France,FRA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
French Polynesia,PYF,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GDP (current LCU),NY.GDP.MKTP.CN,3.35179E+11,3.42496E+11,3.49705E+11,3.5556E+11,3.61417E+11,3.67824E+11,3.78501E+11,4.04886E+11,4.25E+11,4.4625E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,0.090971944,0.21438525,1.316164696,3.448900232,6.357063545,6.251588946,8.200216486,14.12429379,17.88453743,21.54218547,25.10796425,28.59,33.87,44.6,49,49,52.87663059,56.8,60.68,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,12.89999962,..,..,..,..,..,14.80000019,..,..,..,..,11.69999981,..,..,..,..,21.79999924,..,..,..
French Polynesia,PYF,Improved water source (% of population with access),SH.H2O.SAFE.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Gabon,GAB,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,7.241630077,..,8.209710121,..,8.530599594,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (current LCU),NY.GDP.MKTP.CN,1.5242E+12,1.48026E+12,1.53084E+12,2.32676E+12,2.4752E+12,2.9128E+12,3.1091E+12,2.645E+12,2.871E+12,3.6082E+12,3.67903E+12,3.70127E+12,3.77624E+12,4.09753E+12,4.98926E+12,5.30945E+12,5.96158E+12,6.94482E+12,5.73812E+12,7.11148E+12,8.58158E+12,8.76649E+12,8.69052E+12,8.98833E+12,..
Gabon,GAB,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,0,0.047999009,0.17012488,0.249009564,1.216140618,1.347620222,1.939530106,2.659586594,2.9790698,4.89326475,5.489200803,5.767004576,6.21,6.7,7.23,8,8.616714489,9.2,9.81,..
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,17.79999924,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.39999962,..,..,..,..,..
Gabon,GAB,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,79.4,80,80.6,81.2,81.8,82.8,83.8,84.7,85.6,86.4,87.2,87.9,88.6,89.3,89.9,90.5,91.1,91.6,92.2,92.7,93.2,93.2
"Gambia, The",GMB,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,..,..,..,..,1.75962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
